titre,entreprise,contrat,lieu,salaire_brut_texte,experience,statut,metier,secteur,etudes,teletravail,url_source,salaire_min,salaire_max
Développeur Informatique F/H,Non spécifié (Confidentiel),CDI,Roanne - 42,25 - 30 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Développeur,ACTIVITÉS DES AGENCES DE TRAVAIL TEMPORAIRE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177806776W?motsCles=Informatique&page=2&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=17,25.0,30.0
Acheteur Informatique F/H,Non spécifié (Confidentiel),CDI,Roissy-en-France - 95,55 - 60 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Acheteur de prestations intellectuelles,ACTIVITÉS DES AGENCES DE TRAVAIL TEMPORAIRE,,Ponctuel autorisé,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177841644W?motsCles=Informatique&page=2&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=18,55.0,60.0
Ingénieur Informatique Cybersécurité F/H,VINCI ENERGIES FRANCE COMMUNICATION AND SYSTEMS,CDI,Brest - 29,40 - 45 k€ brut annuel,Minimum 2 ans,Cadre du secteur privé,Ingénieur en études et développement informatiques,CONSEIL POUR LES AFFAIRES ET AUTRES CONSEILS DE GESTION,,Ponctuel autorisé,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177784878W?motsCles=Informatique&page=2&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=19,40.0,45.0
Responsable informatique F/H,Non spécifié (Confidentiel),CDI,Brest - 29,A négocier,Minimum 3 ans,Cadre du secteur privé,Responsable informatique,CONSEIL POUR LES AFFAIRES ET AUTRES CONSEILS DE GESTION,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177820061W?motsCles=Informatique&page=3&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=0,,
Responsable Informatique F/H,Non spécifié (Confidentiel),CDI,Thann - 68,45 - 50 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Administrateur système,CONSEIL POUR LES AFFAIRES ET AUTRES CONSEILS DE GESTION,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177793078W?motsCles=Informatique&page=3&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=1,45.0,50.0
Développeur Informatique F/H,Non spécifié (Confidentiel),CDI,Boulogne-sur-Mer - 62,A négocier,Minimum 2 ans,Cadre du secteur privé,Développeur,"INGÉNIERIE, ÉTUDES TECHNIQUES",,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177800876W?motsCles=Informatique&page=3&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=2,,
Ingénieur / Ingénieure sécurité informatique F/H,LOG-WIRE CONSULTING,CDI,Pontoise - 95,30 - 35 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Ingénieur sécurité informatique,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177848187W?motsCles=Informatique&page=3&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=3,30.0,35.0
Architecte réseaux informatiques F/H,LR Technologies Bordeaux,CDI,Bordeaux - 33,47 - 53 k€ brut annuel,Minimum 1 an,Cadre du secteur privé,Architecte développement,"INGÉNIERIE, ÉTUDES TECHNIQUES",,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177771739W?motsCles=Informatique&page=3&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=4,47.0,53.0
Ingénieur en Informatique Industrielle F/H,Technord,CDI,Lyon 07 - 69,A négocier,Minimum 5 ans,Cadre du secteur privé,Ingénieur informatique industrielle,CONCEPTION D'ENSEMBLE ET ASSEMBLAGE SUR SITE INDUSTRIEL D'ÉQUIPEMENTS DE CONTRÔLE DES PROCESSUS INDUSTRIELS,,Partiel possible,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177851636W?motsCles=Informatique&page=3&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=5,,
Technicien informatique industrielle F/H,Winsearch - Rouen Industrie,CDI,Mantes-la-Jolie - 78,30 - 35 k€ brut annuel,Minimum 2 ans,Agent de maîtrise / Technicien,,FABRICATION DE PRÉPARATIONS PHARMACEUTIQUES,,Non autorisé,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177850075W?motsCles=Informatique&page=3&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=6,30.0,35.0
Technicien Informatique/Support Helpdesk F/H,ALTANNA,CDI,Lyon 08 - 69,27 - 33 k€ brut annuel,Minimum 10 ans,Cadre du secteur privé,Ingénieur de maintenance informatique,PROGRAMMATION INFORMATIQUE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177861481W?motsCles=Informatique&page=3&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=7,27.0,33.0
Ingénieur / Ingénieure d'exploitation informatique F/H,LOG-WIRE CONSULTING,CDI,Pontoise - 95,30 - 35 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Ingénieur de production informatique,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177848327W?motsCles=Informatique&page=3&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=8,30.0,35.0
Ingénieur / Ingénieure sécurité informatique F/H,LOGWIRE CONSULTING,CDI,Bezons - 95,30 - 35 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Ingénieur sécurité informatique,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177834828W?motsCles=Informatique&page=3&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=9,30.0,35.0
Gestionnaire de salles informatiques F/H,EURO-INFORMATION PRODUCTION,CDI,Verlinghem - 59,A négocier,Aucune expérience exigée,Cadre du secteur privé,Responsable de production informatique,"ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES DIVERSES",,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177845251W?motsCles=Informatique&page=3&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=10,,
INGENIEUR INFORMATIQUE ET LOGICIELS EMBARQUES F/H,OLYTHE,CDI,Aix-en-Provence - 13,A partir de 40 k€ brut annuel,Minimum 5 ans,Cadre du secteur privé,Ingénieur informatique embarquée,ACTIVITÉS DES SIÈGES SOCIAUX,,Non autorisé,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177825365W?motsCles=Informatique&page=3&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=11,40.0,40.0
Chef de projet informatique transport F/H,Hays France,CDI,Mulhouse - 68,50 - 55 k€ brut annuel,Minimum 3 ans,Cadre du secteur privé,Chef de projet informatique,GESTION D'INSTALLATIONS INFORMATIQUES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177745447W?motsCles=Informatique&page=3&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=12,50.0,55.0
Chef de projet informatique F/H,UMANTIC TECHNOLOGIES,CDI,Paris 17 - 75,A négocier,Minimum 7 ans,Cadre du secteur privé,Chef de projet informatique,"INGÉNIERIE, ÉTUDES TECHNIQUES",,Total possible,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177804819W?motsCles=Informatique&page=3&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=13,,
Responsable Informatique F/H,Non spécifié (Confidentiel),CDI,Poitiers - 86,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Responsable informatique,ACTIVITÉS DES AGENCES DE TRAVAIL TEMPORAIRE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177822220W?motsCles=Informatique&page=3&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=14,,
Responsable d'applications en informatique décisionnelle F/H,Caisse Nationale de l'Assurance Maladie,CDI,Évreux - 27,A partir de 45 k€ brut annuel,Minimum 2 ans,Cadre du secteur privé,Chef de projet informatique décisionnelle,ACTIVITÉS GÉNÉRALES DE SÉCURITÉ SOCIALE,,Partiel possible,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177770748W?motsCles=Informatique&page=3&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=15,45.0,45.0
Ingénieur / Ingénieure réseau informatique F/H,LOG-WIRE CONSULTING,CDI,Pontoise - 95,30 - 35 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Ingénieur réseaux,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177848089W?motsCles=Informatique&page=3&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=16,30.0,35.0
Administrateur / Administratrice sécurité informatique F/H,LOG-WIRE CONSULTING,CDI,Pontoise - 95,30 - 35 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Ingénieur sécurité informatique,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177847298W?motsCles=Informatique&page=3&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=17,30.0,35.0
CHARGE D'AFFAIRES SPECIALISE INFORMATIQUE F/H,UNION DES GROUPEMENTS D'ACHATS PUBLICS,CDI,Grenoble - 38,35 - 45 k€ brut annuel,Minimum 5 ans,Cadre du secteur privé,Chargé d'affaires,CENTRALES D'ACHAT NON ALIMENTAIRES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177796973W?motsCles=Informatique&page=3&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=18,35.0,45.0
Technicien support informatique F/H,CARREVOLUTIS,CDI,Mâcon - 71,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Métrologue,PROGRAMMATION INFORMATIQUE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177808702W?motsCles=Informatique&page=3&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=19,,
Ingénieur / Ingénieure d'exploitation informatique F/H,LOGWIRE CONSULTING,CDI,Bezons - 95,30 - 35 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Ingénieur de production informatique,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177835031W?motsCles=Informatique&page=4&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=0,30.0,35.0
Responsable Informatique (h/f) F/H,LHH Recruitment Solutions,CDI,Poitiers - 86,45 - 55 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Responsable informatique,ACTIVITÉS DES AGENCES DE TRAVAIL TEMPORAIRE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177812694W?motsCles=Informatique&page=4&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=1,45.0,55.0
RESPONSABLE AUTOMATISME ET INFORMATIQUE INDUSTRIELLE ( F/H,Adsearch,CDI,Grenoble - 38,90 - 100 k€ brut annuel,Minimum 4 ans,Cadre du secteur privé,Chef de projet informatique industrielle,ACTIVITÉS DES AGENCES DE PLACEMENT DE MAIN-D'OEUVRE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177806009W?motsCles=Informatique&page=4&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=2,90.0,100.0
Ingénieur en informatique F/H,Non spécifié (Confidentiel),CDI,Paris 09 - 75,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Ingénieur en études et développement informatiques,CONSEIL POUR LES AFFAIRES ET AUTRES CONSEILS DE GESTION,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177800999W?motsCles=Informatique&page=4&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=3,,
Ingénieur(e) en Informatique Industrielle F/H,B-HIVE,CDI,Orléans - 45,A partir de 45 k€ brut annuel,Minimum 3 ans,Cadre du secteur privé,Ingénieur informatique industrielle,"INGÉNIERIE, ÉTUDES TECHNIQUES",,Ponctuel autorisé,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177850973W?motsCles=Informatique&page=4&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=4,45.0,45.0
Administrateur / Administratrice réseau informatique F/H,LOG-WIRE CONSULTING,CDI,Pontoise - 95,30 - 35 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Administrateur réseaux,CONSEIL EN SYSTÈMES ET LOGICIELS INFORMATIQUES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177847975W?motsCles=Informatique&page=4&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=5,30.0,35.0
Technicien Support Informatique - F/H,GROUPE BIGARD,CDI,Cuiseaux - 71,30 - 35 k€ brut annuel,Tous niveaux d'expérience acceptés,Agent de maîtrise / Technicien,,TRANSFORMATION ET CONSERVATION DE LA VIANDE DE BOUCHERIE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177824270W?motsCles=Informatique&page=4&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=6,30.0,35.0
Gestionnaire de parc informatique F/H,UNIVERSITE DE LORRAINE,CDD   de 7 mois,Metz - 57,A partir de 26 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur public / Armées,Responsable de parc informatique,ENSEIGNEMENT SUPÉRIEUR,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177803314W?motsCles=Informatique&page=4&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=7,26.0,26.0
Technicien support informatique F/H,CARREVOLUTIS,CDI,Thiers - 63,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Métrologue,PROGRAMMATION INFORMATIQUE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177795966W?motsCles=Informatique&page=4&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=8,,
Ingénieur en informatique F/H,Non spécifié (Confidentiel),CDI,Paris 01 - 75,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur public / Armées,Ingénieur en études et développement informatiques,ACTIVITÉS DES AGENCES DE PRESSE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177815264W?motsCles=Informatique&page=4&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=9,,
Technicien support informatique F/H,CARREVOLUTIS,CDI,Lyon 01 - 69,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Métrologue,PROGRAMMATION INFORMATIQUE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177795963W?motsCles=Informatique&page=4&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=10,,
Chef de projet informatique industrielle F/H,SILKHOM,CDI,Marseille 09 - 13,60 - 70 k€ brut annuel,Minimum 5 ans,Cadre du secteur privé,Chef de projet informatique industrielle,CONSEIL POUR LES AFFAIRES ET AUTRES CONSEILS DE GESTION,,Ponctuel autorisé,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177758525W?motsCles=Informatique&page=4&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=11,60.0,70.0
Technicien Réseau informatique F/H,AIR CORSICA,CDI,,33 - 33 k€ brut annuel,Minimum 5 ans,Agent de maîtrise / Technicien,Ingénieur système,TRANSPORTS AÉRIENS DE PASSAGERS,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177837016W?motsCles=Informatique&page=4&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=12,33.0,33.0
Technicien de maintenance informatique F/H,CARREVOLUTIS,CDI,Andrézieux-Bouthéon - 42,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Métrologue,PROGRAMMATION INFORMATIQUE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177808700W?motsCles=Informatique&page=4&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=13,,
